student_pid,State,Started on,Completed,Grade/10.00,topic,labType
spid1_ULV2RQCV5X2UG5QGBZ7RMLO5S6,Finished,28/04/2023 13:40,28/04/2023 13:42,10.0,Struct,Inlab
spid1_O2GKKB2ABM4KTD32JQN527JHMM,In progress,28/04/2023 13:50,-,0.0,Struct,Inlab
spid1_PBKIKBE6YX7Z2JIVDQKP4T2FT3,Finished,28/04/2023 13:55,28/04/2023 15:26,10.0,Struct,Inlab
spid1_F2AFO7MLDHYIPEFDD2V5FB4GIQ,Finished,28/04/2023 14:14,28/04/2023 14:23,10.0,Struct,Inlab
spid1_FJQI63GZWLNQHSAVWDP47HRL6H,Finished,28/04/2023 14:15,28/04/2023 15:17,10.0,Struct,Inlab
spid1_ZOLVN4ELSBDEHIWQQVPWQW6N4E,Finished,28/04/2023 14:18,28/04/2023 14:22,10.0,Struct,Inlab
spid1_523L33KUKTWMCNCK2WVW6BYGGK,In progress,28/04/2023 14:26,-,0.0,Struct,Inlab
spid1_II4WQ24BYXMBLWTIEUHHITU6AR,Finished,28/04/2023 14:29,28/04/2023 15:17,10.0,Struct,Inlab
spid1_QUWL6KUFJSFGAPKV6XNCEK3MSE,Finished,28/04/2023 14:32,28/04/2023 15:09,10.0,Struct,Inlab
spid1_YZDEE2LHIE52TRIRN3XYTUPVVK,Finished,28/04/2023 14:39,28/04/2023 15:17,10.0,Struct,Inlab
spid1_6W34PK236QCT7QFQ5Y3NUY6K2R,Finished,28/04/2023 14:39,28/04/2023 17:18,10.0,Struct,Inlab
spid1_6FCC5YLUQTRGKALYP6OC6OSCGI,Finished,28/04/2023 14:40,28/04/2023 15:15,10.0,Struct,Inlab
spid1_4GHDQLHASXL6JK2TN7PYQBVT7H,Finished,28/04/2023 14:41,28/04/2023 15:32,10.0,Struct,Inlab
spid1_KVVHPNA4ZOBTVMGH7AZPREV6IK,Finished,28/04/2023 15:06,28/04/2023 15:15,10.0,Struct,Inlab
spid1_Y6AEU3JISDUKLLWBJ44FK6AUBK,Finished,28/04/2023 15:12,28/04/2023 15:18,10.0,Struct,Inlab
spid1_YKKHPVVAS75IZ7FXE5WKMVDLTN,Finished,28/04/2023 15:24,28/04/2023 16:20,10.0,Struct,Inlab
spid1_DDMUTT46AQ6RRI6HFKH7UBB3Z5,Finished,28/04/2023 15:31,28/04/2023 15:59,10.0,Struct,Inlab
spid1_RJX2ZJ3RC6YSZLHWEGEUHE5DAC,Finished,28/04/2023 15:40,28/04/2023 15:40,10.0,Struct,Inlab
spid1_O3Z5L4AFQO77AAZROFYXPMHX5Z,Finished,28/04/2023 15:56,28/04/2023 17:15,10.0,Struct,Inlab
spid1_TTEQHTU74PRETPH5UGMEX5JOFV,In progress,28/04/2023 16:03,-,0.0,Struct,Inlab
spid1_HJEK6FNV3UQUQVQJF2MLHUGMLS,Finished,28/04/2023 16:04,28/04/2023 16:08,10.0,Struct,Inlab
spid1_YNIPLMX6US5RLEC6KN3X6PHSIX,Finished,28/04/2023 16:08,28/04/2023 16:48,10.0,Struct,Inlab
spid1_JU5DJDR523WKIIIA7DAWKMD7FZ,Finished,28/04/2023 16:24,28/04/2023 16:28,10.0,Struct,Inlab
spid1_CQEPU6WASNV66RQC24ZCS32Y7O,In progress,28/04/2023 16:45,-,0.0,Struct,Inlab
spid1_56OKT6WBTNW3PBIZAUTX4DXRL4,In progress,28/04/2023 16:54,-,0.0,Struct,Inlab
spid1_VB4LO2M3ZAG3VQQAXYBFOMCUHX,In progress,28/04/2023 20:22,-,0.0,Struct,Inlab
spid1_FYTXHPFRR43FLFCLI6RLHQX5SL,Finished,28/04/2023 20:56,28/04/2023 22:38,10.0,Struct,Inlab
spid1_NHDMPCE7WJ7BIOAQ6VA3EGAPMD,Finished,28/04/2023 22:08,28/04/2023 23:37,3.33,Struct,Inlab
spid1_FTBDEDEMH7E5U7FTV2PDPQFEHW,In progress,28/04/2023 22:59,-,0.0,Struct,Inlab
spid1_XJDOSJIY5UROTFHGCFZQOHPFUJ,Finished,28/04/2023 23:49,28/04/2023 23:53,6.67,Struct,Inlab
spid1_4OVWCKXEPBORA6XWZC4S5KNQKV,Finished,28/04/2023 23:52,28/04/2023 23:54,10.0,Struct,Inlab
spid1_WO3V6YBZLKTL3DSCFMJNON6LU6,In progress,28/04/2023 23:52,-,0.0,Struct,Inlab
spid1_WBSXUBFAS4ZRZDLIPVF5B3O5GY,Finished,29/04/2023 0:23,02/05/2023 8:44,10.0,Struct,Inlab
spid1_HAG6I2YEEE6QRBUJ6735ZEIFFS,Finished,29/04/2023 5:15,29/04/2023 17:42,10.0,Struct,Inlab
spid1_G4DLGDTNYYPAQAYBP6YAFGFJHW,Finished,29/04/2023 7:49,29/04/2023 8:58,10.0,Struct,Inlab
spid1_DHEPDYH4Q2EZ6XIV4UQO2LNYHL,Finished,29/04/2023 10:11,29/04/2023 11:29,10.0,Struct,Inlab
spid1_I3HESTPDEEFV23F4MRTBWZCU24,Finished,29/04/2023 11:19,29/04/2023 22:01,10.0,Struct,Inlab
spid1_UKZD5AC6BCJAYPAAKSPELO2D2B,Finished,29/04/2023 11:47,30/04/2023 14:26,10.0,Struct,Inlab
spid1_R4TECWC425MV6XQ5QYARAFRN3D,Finished,29/04/2023 20:14,29/04/2023 21:56,10.0,Struct,Inlab
spid1_AOBBV7KVVLG7AB4B4XWJIJDQNN,Finished,29/04/2023 22:52,29/04/2023 22:54,10.0,Struct,Inlab
spid1_BQU5HAQMSASOA3F6HJFFAC7CZK,Finished,29/04/2023 23:35,29/04/2023 23:47,10.0,Struct,Inlab
spid1_NJ7VEQQPW3VHPYJ5IWANDTV64Z,Finished,30/04/2023 0:38,30/04/2023 1:31,10.0,Struct,Inlab
spid1_4YPRXKSMBVGPOQBWNGXVRHFFYR,In progress,30/04/2023 8:52,-,0.0,Struct,Inlab
spid1_WVUXZKEWODJH35NPNI6MWHI4H5,Finished,30/04/2023 21:50,30/04/2023 21:51,10.0,Struct,Inlab
spid1_C3J6PZRWR3VZCCH6OH2NG7K2HV,Finished,01/05/2023 0:50,01/05/2023 0:57,10.0,Struct,Inlab
spid1_MN77655WNDGJU7RHKVRB7T6MRF,Finished,01/05/2023 1:16,01/05/2023 1:22,10.0,Struct,Inlab
spid1_PJM2NZC77BIVUUYYE6VEDA76SV,In progress,01/05/2023 10:31,-,0.0,Struct,Inlab
spid1_V7DBNQEGRVKPBSYG3FKYNUZI2U,Finished,01/05/2023 15:19,01/05/2023 20:13,8.67,Struct,Inlab
spid1_U7QDW5CS5S6GCD4LUS6B7Q2I77,Finished,12/05/2023 13:02,12/05/2023 15:58,10.0,Struct,Inlab
spid1_ZDQMP4TOXWWVQPZXHFR7Z75CR4,Finished,12/05/2023 13:03,12/05/2023 15:33,10.0,Struct,Inlab
spid1_3LJMU63D4GUEHWZXRKWZGQWKG2,Finished,12/05/2023 13:39,12/05/2023 16:34,10.0,Struct,Inlab
spid1_5IOXO246UNMVQ7UMUTFY4Z3NLH,In progress,12/05/2023 13:50,-,0.0,Struct,Inlab
spid1_56CKEJ65GDDYMZMIMVZS75VUGR,Finished,12/05/2023 13:51,12/05/2023 15:07,10.0,Struct,Inlab
spid1_NNDW34XBIAGKNQE5QGM5HCMACH,Finished,12/05/2023 14:18,12/05/2023 15:19,10.0,Struct,Inlab
spid1_3SHMD43W7ZF7XIT66PI5GTM26O,Finished,12/05/2023 14:35,12/05/2023 22:32,10.0,Struct,Inlab
spid1_SRREVKXS3BM65PUQHATIEE2YHB,Finished,12/05/2023 14:39,12/05/2023 15:19,10.0,Struct,Inlab
spid1_S2I2OIJFEYD3752O2A3SNHEDLY,Finished,12/05/2023 14:45,12/05/2023 17:42,10.0,Struct,Inlab
spid1_UGHR3JRDMSI2FM4Z4QS3KNDNW3,Finished,12/05/2023 14:51,12/05/2023 15:19,10.0,Struct,Inlab
spid1_JB2DX4EREN66QQ7NWERDADP4HS,Finished,12/05/2023 14:53,12/05/2023 20:12,10.0,Struct,Inlab
spid1_FO6SX7KWT25RHJYS2DHPLL4HN4,Finished,12/05/2023 14:59,12/05/2023 15:06,7.33,Struct,Inlab
spid1_D4JBKAMTJQW6DPHXFAIDF5NVV3,Finished,12/05/2023 15:03,12/05/2023 15:13,10.0,Struct,Inlab
spid1_JQ26SCIVRXBNCMJUJM2NADRMUS,Finished,12/05/2023 15:15,12/05/2023 15:36,10.0,Struct,Inlab
spid1_EQYAIUCT6FSCK6GLOD7A4XRJNS,Finished,12/05/2023 15:24,12/05/2023 21:38,10.0,Struct,Inlab
spid1_SNEDO5R35COMLGK747MXOKT5GH,Finished,12/05/2023 15:54,12/05/2023 17:27,10.0,Struct,Inlab
spid1_TUL4B2VEDZ7442G2FUS5KHX5QA,In progress,12/05/2023 16:07,-,0.0,Struct,Inlab
spid1_YJ4WMHC6OADHSUZIOZSS2EQDAD,Finished,12/05/2023 16:19,12/05/2023 16:39,10.0,Struct,Inlab
spid1_VRSJAEDCHNJS6GMMSUHQ6ZILED,Finished,12/05/2023 16:32,12/05/2023 16:48,10.0,Struct,Inlab
spid1_Q4QXDGJSUQI4AIT5HU5OCHAUYO,Finished,12/05/2023 16:33,12/05/2023 17:28,10.0,Struct,Inlab
spid1_E6J55WDKHFIZHY7AZ6M5ASTJLR,Finished,12/05/2023 16:34,12/05/2023 16:48,10.0,Struct,Inlab
spid1_KFXUVMV4OD5FGBLV7ALUEE6XM2,Finished,12/05/2023 16:38,12/05/2023 19:43,10.0,Struct,Inlab
spid1_GJLUF6BY4KI5LV4GFEVLJSIAM3,Finished,12/05/2023 16:50,12/05/2023 16:57,10.0,Struct,Inlab
spid1_KBDVPAF7GKUACL32N2L2TQM64V,In progress,12/05/2023 21:26,-,0.0,Struct,Inlab
spid1_64FOVXQNPR72457PDIIYYPFJHY,Finished,22/05/2023 21:48,23/05/2023 6:49,6.33,Struct,Inlab
spid1_64FOVXQNPR72457PDIIYYPFJHY,In progress,23/05/2023 17:25,-,0.0,Struct,Inlab
spid1_OEOYPSVRIPXFKAHSVNHSN2KSZ5,Finished,03/04/2023 10:21,03/04/2023 10:54,10.0,Struct,Postlab
spid1_2MPKMY35WFQMDCZR6OQVTFUN5U,Finished,03/04/2023 10:26,09/04/2023 22:13,10.0,Struct,Postlab
spid1_YGW63SS2Z7WT7UXKPWSPRZ2QG2,Finished,03/04/2023 10:36,03/04/2023 22:29,10.0,Struct,Postlab
spid1_N64GOSTWA4JXUNIIKRYP6CZ6XS,In progress,03/04/2023 11:00,-,0.0,Struct,Postlab
spid1_S42WY55JJDMDRFGZLWHQK2E67C,Finished,03/04/2023 11:01,03/04/2023 19:23,10.0,Struct,Postlab
spid1_6OF5L2T3VQA5K33CXNOKT2Z7X7,Finished,03/04/2023 11:09,17/05/2023 21:39,10.0,Struct,Postlab
spid1_KXWPIZIBHXVNXTTFXINTRBZ2BE,Finished,03/04/2023 21:59,06/04/2023 0:24,10.0,Struct,Postlab
spid1_NST3FIZZPNGM5NIGV7VUXAMC44,In progress,04/04/2023 16:20,-,0.0,Struct,Postlab
spid1_CHUH5EJKMXWU5QMWBFZN64TNHN,Finished,05/04/2023 23:15,06/04/2023 0:05,10.0,Struct,Postlab
spid1_DHEPDYH4Q2EZ6XIV4UQO2LNYHL,Finished,07/04/2023 9:08,28/04/2023 22:11,10.0,Struct,Postlab
spid1_YYBUJWLZIKEJQUQWQZVVH2N7UD,Finished,07/04/2023 16:54,21/04/2023 23:11,10.0,Struct,Postlab
spid1_CXK46PUEZ4ZRGDUR4HZSIPYIOD,In progress,08/04/2023 0:02,-,0.0,Struct,Postlab
spid1_CK5IG37S44MQA3MCO4KMCKTV3L,Finished,08/04/2023 9:51,08/04/2023 10:44,10.0,Struct,Postlab
spid1_H4IXKIBNSJVK7SYLBW6JCXIXTK,Finished,08/04/2023 11:17,15/04/2023 0:31,10.0,Struct,Postlab
spid1_G5FJB7J6CZZSTFJHBME7CRG5MT,In progress,08/04/2023 13:18,-,0.0,Struct,Postlab
spid1_LCV5MJSOGRBWFSLY6ZKXDFWTC7,Finished,08/04/2023 13:33,08/04/2023 13:38,10.0,Struct,Postlab
spid1_V2BSSQSN5LKVTDHWC5YBGXFINK,In progress,08/04/2023 14:03,-,0.0,Struct,Postlab
spid1_TAVZAE4YTQVUZ5F5K4CADLZTX3,Finished,08/04/2023 15:07,08/04/2023 20:58,10.0,Struct,Postlab
spid1_OXPX2ICXRGEH77REVMQNWB7IU6,Finished,08/04/2023 16:49,08/04/2023 17:12,10.0,Struct,Postlab
spid1_HHGTQONVMKCBTRKAPJWCVHHITX,Finished,08/04/2023 21:15,09/04/2023 17:23,10.0,Struct,Postlab
spid1_GNAZAN4KM4FPQGVTHBGPVNN2RN,In progress,08/04/2023 21:44,-,0.0,Struct,Postlab
spid1_XAROWPNW4VCQTL5O3UISEZAMJH,Finished,09/04/2023 2:15,09/04/2023 3:05,10.0,Struct,Postlab
spid1_JBXDBJYYURMTTZSIBEVEF4UD5Q,Finished,09/04/2023 22:46,17/04/2023 12:34,10.0,Struct,Postlab
spid1_ZFQRWM3XNYCJMWNRHEFKFER7LH,In progress,09/04/2023 23:03,-,0.0,Struct,Postlab
spid1_VW6HIBSYVLPXI7STLBRRM5N3YG,Finished,09/04/2023 23:18,09/04/2023 23:40,10.0,Struct,Postlab
spid1_5TX4J74L4JMBKK5EVUXRMT2JL6,In progress,10/04/2023 11:30,-,0.0,Struct,Postlab
spid1_Y5UCJQJ2URPMMZPIALR6JLYB7X,Finished,10/04/2023 11:57,10/04/2023 17:47,10.0,Struct,Postlab
spid1_MXZRHIXZHQ3GK32IBQPGJAR7NT,Finished,10/04/2023 16:13,10/04/2023 17:39,10.0,Struct,Postlab
spid1_T2XIVYUPHV6B6ZXPSRR34EWW64,Finished,10/04/2023 16:53,11/04/2023 9:21,10.0,Struct,Postlab
spid1_JQVDBZPFSUITN4EHCMSAJTT6FB,Finished,10/04/2023 17:08,10/04/2023 20:01,10.0,Struct,Postlab
spid1_F55NAVP44QH5GPZS2LC4TFR2MU,Finished,10/04/2023 19:04,10/04/2023 19:37,10.0,Struct,Postlab
spid1_U7J5IL6HLYRYNA5BFS5Y23FACI,Finished,11/04/2023 9:57,11/04/2023 20:48,10.0,Struct,Postlab
spid1_FQWA6QSM5Z2D4BVJ3OERVZFI7C,Finished,11/04/2023 10:54,31/05/2023 18:39,10.0,Struct,Postlab
spid1_QMTJWYA3OSTROYSGBFQY7D3Z2W,In progress,11/04/2023 19:09,-,0.0,Struct,Postlab
spid1_HA234DR6WG3FL4IRFTU2557DMT,Finished,11/04/2023 22:12,11/04/2023 22:35,10.0,Struct,Postlab
spid1_VCK36IWUGCXTUJJ2UNJTKJENTJ,Finished,12/04/2023 15:50,12/04/2023 16:16,10.0,Struct,Postlab
spid1_UI3WOHUE7EJEKEOQJMQN26ICKU,Finished,12/04/2023 17:30,12/04/2023 18:05,10.0,Struct,Postlab
spid1_LC4GPJR4LXR5YG5QM6KGMV45SI,Finished,12/04/2023 22:01,12/04/2023 22:03,10.0,Struct,Postlab
spid1_ANE7RLJFG3B6NZQUAUTPD76FVQ,Finished,13/04/2023 0:30,13/04/2023 0:59,10.0,Struct,Postlab
spid1_7QQUDFNCEJSWFWSQZYTU5V34UL,In progress,13/04/2023 5:45,-,0.0,Struct,Postlab
spid1_XZRTWNQWOYOUK3S6UUIIC3M7VG,Finished,13/04/2023 9:39,13/04/2023 10:10,10.0,Struct,Postlab
spid1_2FKJ4KCYKAAEADGY5AYAOFEM4B,In progress,13/04/2023 9:41,-,0.0,Struct,Postlab
spid1_VLI25PSHYBKBEFSZ6FELGTCP4T,In progress,13/04/2023 12:00,-,0.0,Struct,Postlab
spid1_MF3R2JMGMCHA37Q2KRXNSOXXLO,Finished,13/04/2023 14:47,13/04/2023 15:19,10.0,Struct,Postlab
spid1_OPYIYZDGNUDB6LB7WJUZODJ7K3,Finished,13/04/2023 15:16,13/04/2023 15:32,10.0,Struct,Postlab
spid1_VYBQWCLZC4O5264Y5CHGVGQZLZ,Finished,13/04/2023 15:57,13/04/2023 16:24,9.0,Struct,Postlab
spid1_7UPIU6SG3IDM54DWKK37IFNLPQ,Finished,13/04/2023 18:03,30/05/2023 23:46,10.0,Struct,Postlab
spid1_NTWIWVPSAPJGBMAYH7JSMQ3NOH,Finished,13/04/2023 18:58,01/06/2023 0:25,4.0,Struct,Postlab
spid1_QORYFTQFTHNJYZECNIYW3XR5HG,In progress,13/04/2023 21:31,-,0.0,Struct,Postlab
spid1_VUMCI6OWPLOMX255T7LBJ6TKRO,Finished,14/04/2023 8:30,14/04/2023 10:04,10.0,Struct,Postlab
spid1_G5V7LQ5UNXHOT2JTPYDHNVBKKP,Finished,14/04/2023 9:48,14/04/2023 10:32,10.0,Struct,Postlab
spid1_OXJOUQKHYFG6I6LHHBX7OFWHOS,In progress,14/04/2023 10:20,-,0.0,Struct,Postlab
spid1_BMYX33WVVUHDI24OV72Q4GBNYW,In progress,14/04/2023 16:27,-,0.0,Struct,Postlab
spid1_DXSJGE3PPMX7SAZOEVC6A6AS6Q,Finished,14/04/2023 20:17,15/04/2023 15:27,10.0,Struct,Postlab
spid1_UZC4TWZY2IFBEN6HGHFZPNI5CW,Finished,15/04/2023 1:40,21/04/2023 8:51,10.0,Struct,Postlab
spid1_EV3NUK2FPA5OZED4ESW6FL4RGI,Finished,15/04/2023 10:03,16/04/2023 23:29,10.0,Struct,Postlab
spid1_7FL6KIQIDNUHYVBAWJPUITJKIM,Finished,15/04/2023 10:23,19/04/2023 10:34,10.0,Struct,Postlab
spid1_ZRDNPLBIX4JLI7JLO6I3YG7OTV,Finished,15/04/2023 11:16,24/04/2023 14:18,10.0,Struct,Postlab
spid1_EP4ZQ4ITUQIEXQYIGXMI5KPAET,In progress,15/04/2023 15:19,-,0.0,Struct,Postlab
spid1_Y2F476JQHEKTV4IXXMBIS4RAAV,Finished,15/04/2023 21:06,15/04/2023 21:22,10.0,Struct,Postlab
spid1_FW44OO6HQVOX453BRBDMOX7AEI,Finished,15/04/2023 21:07,15/04/2023 21:25,10.0,Struct,Postlab
spid1_RPEICQY3HVR4LVKJ6JLNHE7PX4,Finished,16/04/2023 21:59,10/05/2023 0:28,10.0,Struct,Postlab
spid1_XECMYNTQCCOJUNXJXC4PZJ2PFB,Finished,16/04/2023 22:41,19/04/2023 14:49,10.0,Struct,Postlab
spid1_UJVCUG63UC44NOAQMWOMN3XVIR,Finished,17/04/2023 12:57,01/06/2023 14:25,7.0,Struct,Postlab
spid1_SHRBKQMM5WD4AWD3W4LNW6BFXW,Finished,17/04/2023 13:29,01/06/2023 21:21,10.0,Struct,Postlab
spid1_C6UAXWHU4GFT2INWKEYQLNDV5H,Finished,17/04/2023 14:39,17/04/2023 14:53,10.0,Struct,Postlab
spid1_YNEUMCDICDEJGR2WTCHLKJFBQX,Finished,17/04/2023 15:56,17/04/2023 16:03,10.0,Struct,Postlab
spid1_FXI7XMDE5MT5GLSBGCCJKSW5GS,In progress,17/04/2023 17:31,-,0.0,Struct,Postlab
spid1_F7BPOQUW3R74JADKCDGAQF5EK7,Finished,17/04/2023 18:42,01/06/2023 17:46,10.0,Struct,Postlab
spid1_MO6F2JELDYB3AIHJWSTU2YYGER,Finished,17/04/2023 22:40,17/04/2023 23:20,10.0,Struct,Postlab
spid1_HSFEUWSZKCQXXGTZYK2KV4GROD,In progress,18/04/2023 1:40,-,0.0,Struct,Postlab
spid1_5JNIKBBMEND3ORO6XQHKFNNXZL,Finished,18/04/2023 21:46,18/04/2023 21:55,10.0,Struct,Postlab
spid1_M4UWOHWPMPS7FS5NFZNF4XD2O5,Finished,19/04/2023 1:58,10/05/2023 1:11,9.0,Struct,Postlab
spid1_LTPW2JKF2H2OUVZHTM6C7LOGO4,Finished,19/04/2023 3:47,19/04/2023 3:54,10.0,Struct,Postlab
spid1_SIWEOT5P3GVUVMSZ5LBD7M6CZ7,In progress,19/04/2023 14:14,-,0.0,Struct,Postlab
spid1_7P5MOBTRSY2ASI27S3VSDCDQYF,Finished,19/04/2023 16:29,24/04/2023 21:35,10.0,Struct,Postlab
spid1_BSEATEQG4OXCR7LO5TVFAR56ZA,Finished,19/04/2023 21:56,19/04/2023 22:13,10.0,Struct,Postlab
spid1_SCHE4K23QUWOGKWWHT6FYJNZKW,In progress,19/04/2023 23:06,-,0.0,Struct,Postlab
spid1_WGCGR7X76QKXF5UORBNHIGMIJ3,Finished,20/04/2023 2:03,20/04/2023 18:53,10.0,Struct,Postlab
spid1_EDPOOBU2U4SIBYL7L4GOZAH5OQ,In progress,20/04/2023 10:37,-,0.0,Struct,Postlab
spid1_IAIBJAJAWG7QX2ELN7JK2HCRBV,In progress,20/04/2023 17:07,-,0.0,Struct,Postlab
spid1_BKHTCAAQR5TA4KDN4WDE3TWV2J,Finished,20/04/2023 20:56,26/05/2023 0:22,10.0,Struct,Postlab
spid1_YGW63SS2Z7WT7UXKPWSPRZ2QG2,Finished,21/04/2023 0:17,21/04/2023 0:20,10.0,Struct,Postlab
spid1_7WNHE5TEEM2A6Z6A56HCOFPZS5,Finished,21/04/2023 13:16,21/04/2023 13:31,10.0,Struct,Postlab
spid1_SAEVSAQHZPZLRT5CT2XRVZMLHV,In progress,21/04/2023 16:28,-,0.0,Struct,Postlab
spid1_5YCRJFRTK2YHPFGLDLFQJ2HTMU,In progress,22/04/2023 0:02,-,0.0,Struct,Postlab
spid1_6IEDQOTB4IFSWFPDO4NS7POCXU,In progress,22/04/2023 1:16,-,0.0,Struct,Postlab
spid1_ZL7BTF3BWL2ZASELLVFKX4RICD,Finished,22/04/2023 11:50,22/04/2023 11:57,10.0,Struct,Postlab
spid1_VH7LYBYZK4GUFVMGWZBHXS2RDT,In progress,22/04/2023 13:59,-,0.0,Struct,Postlab
spid1_VBFKOZXYY234KKIGIK3WO7CLBW,Finished,22/04/2023 16:56,22/04/2023 17:17,10.0,Struct,Postlab
spid1_6PRWKZRLEFAHLQZPNUQQO645DC,Finished,22/04/2023 19:56,22/04/2023 20:17,10.0,Struct,Postlab
spid1_LIBCHHNFYFGZ4AXQTM7JAGAMAU,Finished,23/04/2023 10:19,23/04/2023 10:30,10.0,Struct,Postlab
spid1_MZ5G3V57QREZMBM5TEIXUXSLPE,Finished,23/04/2023 14:56,23/04/2023 15:54,10.0,Struct,Postlab
spid1_YBVZMHYCBLH3YNORDXY4HNIXP4,Finished,23/04/2023 20:27,23/04/2023 20:31,10.0,Struct,Postlab
spid1_TTI7O5QBPJLSDV2CHCFX4GHA6T,Finished,23/04/2023 20:32,23/04/2023 20:45,10.0,Struct,Postlab
spid1_UZXGRC3HPKF42ZVKFLVUZ3OUGR,Finished,23/04/2023 20:36,23/04/2023 21:00,10.0,Struct,Postlab
spid1_RQK7SJIYFELOFH3JI6VFAY3KXS,Finished,23/04/2023 23:17,24/04/2023 1:56,10.0,Struct,Postlab
spid1_Z4Y7PYWNAW7OZTYEEUJ3S3QABU,Finished,24/04/2023 0:53,24/04/2023 1:07,10.0,Struct,Postlab
spid1_2VB2LMWJBZEQ6KNJ2BZNJRPBYT,Finished,24/04/2023 23:53,24/04/2023 23:56,10.0,Struct,Postlab
spid1_6YHZOMINGNJ35HYWNMRD4VW7T3,In progress,25/04/2023 10:07,-,0.0,Struct,Postlab
spid1_PYLEML44JG7ANUAAGAIS42KPRL,Finished,25/04/2023 10:48,25/04/2023 11:34,10.0,Struct,Postlab
spid1_7EWFWGCPEWLZCZEU4ISM3F5J65,In progress,25/04/2023 14:19,-,0.0,Struct,Postlab
spid1_HCW2NEBQUF5VG43DH5WFIUBKD4,Finished,25/04/2023 16:01,25/04/2023 16:16,10.0,Struct,Postlab
spid1_XAFU6YHPPS6UTWZIG6R35OW6OT,Finished,26/04/2023 8:35,22/05/2023 9:51,10.0,Struct,Postlab
spid1_XFDAL5AH2D3ZHYMVEWOBFVCM5F,In progress,26/04/2023 10:57,-,0.0,Struct,Postlab
spid1_DRNDVRC3ZFGLBMGAZX4JO4ZLAF,In progress,26/04/2023 11:21,-,0.0,Struct,Postlab
spid1_P5H5NIFEYXT4LRLEPSVELIH4TH,Finished,26/04/2023 11:34,26/04/2023 12:15,10.0,Struct,Postlab
spid1_5ULSLSEMGHDM3FQGPBN5OA5QUH,In progress,26/04/2023 16:22,-,0.0,Struct,Postlab
spid1_5JNK747G4QEQN5F3XZXGS7UW4G,Finished,26/04/2023 16:44,31/05/2023 20:12,10.0,Struct,Postlab
spid1_6ZZOOBQL33WFHXNCLWCM5I4O6T,Finished,26/04/2023 17:11,26/04/2023 17:36,10.0,Struct,Postlab
spid1_6SDKZ4S5TQXRSQQDETS2HYLMQS,In progress,26/04/2023 17:54,-,0.0,Struct,Postlab
spid1_72A2MIBQ3H7CLPCHTMGWOXQISF,Finished,26/04/2023 22:13,26/04/2023 22:26,10.0,Struct,Postlab
spid1_Q2WTTVEBUWSM2ARSWHJFP26QN5,In progress,27/04/2023 2:24,-,0.0,Struct,Postlab
spid1_OWEK7GCF2XTRZOTKC7KGH664AF,Finished,27/04/2023 8:55,27/04/2023 9:44,10.0,Struct,Postlab
spid1_HSDUVP6U7FZGCOGWXPTWAN5VR5,Finished,27/04/2023 10:43,27/04/2023 10:54,10.0,Struct,Postlab
spid1_IYIY7BQUZREWPHI77FBZTQOSKG,Finished,27/04/2023 11:19,27/04/2023 11:27,10.0,Struct,Postlab
spid1_UJRMBSJRJI3TSQCGH62RS6LQDU,Finished,27/04/2023 13:04,27/04/2023 13:09,10.0,Struct,Postlab
spid1_QBPORPLIQ4WNOZ4OC2RLLUJLBY,In progress,27/04/2023 15:50,-,0.0,Struct,Postlab
spid1_7PP2JTCESQE5UGJART3P2K5D4H,Finished,27/04/2023 15:57,27/04/2023 16:16,10.0,Struct,Postlab
spid1_BALEZJLTTDZ6XS4P53GMW7CVZ7,In progress,27/04/2023 22:54,-,0.0,Struct,Postlab
spid1_KFDP22DUHSFP777JP2M35QUBVG,In progress,27/04/2023 23:53,-,0.0,Struct,Postlab
spid1_BJEGCCYCSUOK6RE73OZBGKLN6B,Finished,28/04/2023 0:23,30/04/2023 10:41,10.0,Struct,Postlab
spid1_R4TECWC425MV6XQ5QYARAFRN3D,Finished,28/04/2023 1:02,01/06/2023 23:07,10.0,Struct,Postlab
spid1_KMHA3Y2DBYHGMFJVV4JIZ46GFA,Finished,28/04/2023 8:34,28/04/2023 8:41,10.0,Struct,Postlab
spid1_LXPQL2SXX3VLBHBN6H7OQV46T3,Finished,28/04/2023 9:44,28/04/2023 10:07,10.0,Struct,Postlab
spid1_R6PLZ6SMHXJDGIEZHAFMQG4NJ3,In progress,28/04/2023 10:10,-,0.0,Struct,Postlab
spid1_UPRDA6LNBF5BR23E7VE73X4IPK,Finished,28/04/2023 10:13,28/04/2023 11:38,10.0,Struct,Postlab
spid1_QBUZCBS2H3ASDNST7YDYM6CNKF,Finished,28/04/2023 12:22,28/04/2023 12:45,10.0,Struct,Postlab
spid1_6PO3LR7I5ZE42NN2XNN74G3WTV,In progress,28/04/2023 17:26,-,0.0,Struct,Postlab
spid1_YLSYCBN3HZAONFTJ6QPAJQBEJV,In progress,28/04/2023 18:29,-,0.0,Struct,Postlab
spid1_OUEUNUX7IXTHVGFK5YL3DJNAJC,In progress,28/04/2023 19:47,-,0.0,Struct,Postlab
spid1_2QFWVYXB2TRMISPDB6BUGJ66CW,Finished,28/04/2023 20:47,28/04/2023 21:22,10.0,Struct,Postlab
spid1_4XBOSLBIZDAMVPEDSJYO7ZOHFL,Finished,28/04/2023 22:51,28/04/2023 22:53,10.0,Struct,Postlab
spid1_KBSWOI7A67B4ZBPVACXDMW3ECG,Finished,28/04/2023 23:16,28/04/2023 23:33,10.0,Struct,Postlab
